"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Studying Duplicate Logging Statements and Their Relationships With Code Clones","Z. Li; T. -H. Chen; J. Yang; W. Shang","Department of Computer Science and Software Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, QC, Canada","IEEE Transactions on Software Engineering","15 Jul 2022","2022","48","7","2476","2494","Developers rely on software logs for a variety of tasks, such as debugging, testing, program comprehension, verification, and performance analysis. Despite the importance of logs, prior studies show that there is no industrial standard on how to write logging statements. In this paper, we focus on studying duplicate logging statements, which are logging statements that have the same static text message. Such duplications in the text message are potential indications of logging code smells, which may affect developers’ understanding of the dynamic view of the system. We manually studied over 4K duplicate logging statements and their surrounding code in five large-scale open source systems: Hadoop, CloudStack, Elasticsearch, Cassandra, and Flink. We uncovered five patterns of duplicate logging code smells. For each instance of the duplicate logging code smell, we further manually identify the potentially problematic (i.e., require fixes) and justifiable (i.e., do not require fixes) cases. Then, we contact developers to verify our manual study result. We integrated our manual study result and developers’ feedback into our automated static analysis tool, DLFinder, which automatically detects problematic duplicate logging code smells. We evaluated DLFinder on the five manually studied systems and three additional systems: Camel, Kafka and Wicket. In total, combining the results of DLFinder and our manual analysis, we reported 91 problematic duplicate logging code smell instances to developers and all of them have been fixed. We further study the relationship between duplicate logging statements, including the problematic instances of duplicate logging code smells, and code clones. We find that 83 percent of the duplicate logging code smell instances reside in cloned code, but 17 percent of them reside in micro-clones that are difficult to detect using automated clone detection tools. We also find that more than half of the duplicate logging statements reside in cloned code snippets, and a large portion of them reside in very short code blocks which may not be effectively detected by existing code clone detection tools. Our study shows that, in addition to general source code that implements the business logic, code clones may also result in bad logging practices that could increase maintenance difficulties.","1939-3520","","10.1109/TSE.2021.3060918","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9360483","Log;code smell;duplicate log;code clone;static analysis;empirical study","Cloning;Manuals;Tools;Static analysis;Maintenance engineering;Java;Cloud computing","program debugging;program diagnostics;public domain software;software maintenance","duplicate logging statements;code clone detection tools;bad logging practices;software logs;problematic duplicate logging code smell instances;Hadoop;CloudStack;Elasticsearch;Cassandra;Flink;automated static analysis tool;DLFinder;business logic","","2","","82","IEEE","22 Feb 2021","","","IEEE","IEEE Journals"
"An Exploratory Study on Code Attention in BERT","R. Sharma; F. Chen; F. Fard; D. Lo","University of British Columbia, Canada; University of British Columbia, Canada; University of British Columbia, Canada; Singapore Management University, Singapore","2022 IEEE/ACM 30th International Conference on Program Comprehension (ICPC)","22 Jun 2022","2022","","","437","448","Many recent models in software engineering introduced deep neural models based on the Transformer architecture or use transformer-based Pre-trained Language Models (PLM) trained on code. Although these models achieve the state of the arts results in many downstream tasks such as code summarization and bug detection, they are based on Transformer and PLM, which are mainly studied in the Natural Language Processing (NLP) field. The current studies rely on the reasoning and practices from NLP for these models in code, despite the differences between natural languages and programming languages. There is also limited literature on explaining how code is modeled. Here, we investigate the attention behavior of PLM on code and compare it with natural language. We pre-trained BERT, a Transformer based PLM, on code and explored what kind of information it learns, both semantic and syntactic. We run several experiments to analyze the attention values of code constructs on each other and what BERT learns in each layer. Our analyses show that BERT pays more attention to syntactic entities, specifically identifiers and separators, in contrast to the most attended token [CLS] in NLP. This observation motivated us to leverage identifiers to represent the code sequence instead of the [CLS] token when used for code clone detection. Our results show that employing embeddings from identifiers increases the performance of BERT by 605% and 4% F1-score in its lower layers and the upper layers, respectively. When identifiers' embeddings are used in CodeBERT, a code-based PLM, the performance is improved by 21-24% in the F1-score of clone detection. The findings can benefit the research community by using code-specific representations instead of applying the common embeddings used in NLP, and open new directions for developing smaller models with similar performance.","2643-7171","978-1-4503-9298-3","10.1145/3524610.3527921","Natural Sciences and Engineering Research Council of Canada(grant numbers:RGPIN-2019-05175); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796241","pre-trained language models;BERT;CodeBERT;attention","Codes;Particle separators;Bit error rate;Semantics;Cloning;Syntactics;Transformers","learning (artificial intelligence);natural language processing;neural nets;program debugging;software engineering;source code (software);text analysis","code attention;software engineering;deep neural model;transformer architecture;code summarization;bug detection;NLP;programming languages;attention behavior;code constructs;code sequence;code clone detection;code-based PLM;code-specific representation;bug detection;transformer-based pretrained language model;code modeling;CodeBERT;semantic information;syntactic information","","","","50","","22 Jun 2022","","","IEEE","IEEE Conferences"
"CCSharp: An Efficient Three-Phase Code Clone Detector Using Modified PDGs","M. Wang; P. Wang; Y. Xu","School of Computer Science, University of Science and Technology of China, Anhui, China; School of Computer Science, University of Science and Technology of China, Anhui, China; School of Computer Science, University of Science and Technology of China, Anhui, China","2017 24th Asia-Pacific Software Engineering Conference (APSEC)","5 Mar 2018","2017","","","100","109","Detecting code clones in software systems is becoming more and more important with the blossom of open source projects. In spite of numerous active researches, there is still a lack of detecting clones especially high-level clones efficiently and accurately. In this paper, we present CCSharp, a three-phase PDG-based clone detector which can detect much more clones besides high-level ones in software systems. To solve the problem of PDG-based tool's high time cost, we adopt two strategies to decrease the overall computing quantity of our tool: PDG's structure modification and characteristic vector filtering. In PDG's structure modification, we propose a novel technique to merge procedure invocation nodes which can make clone detection get rid of influence of procedure's parameters and disguise as well as downscale PDG's structure. We proceed clone detection on both real-world and artificial codebase by CCSharp along with other three state-of-the-art tools. Experiment results show that CCSharp has both high recall and precision, and can detect much more unique clones compared with the other three tools.","","978-1-5386-3681-7","10.1109/APSEC.2017.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8305932","code clone detection;program dependence graph;PDG modification;characteristic vector filtering","Cloning;Tools;Software;Syntactics;Handheld computers;Merging;Semantics","program diagnostics;public domain software;software reusability","code clones;software systems;open source projects;high-level clones;three-phase PDG;PDG's structure modification;clone detection;downscale PDG's structure;CCSharp;three-phase code clone detector;modified PDGs","","12","","30","","5 Mar 2018","","","IEEE","IEEE Conferences"
"BCFinder: A Lightweight and Platform-Independent Tool to Find Third-Party Components in Binaries","W. Tang; D. Chen; P. Luo","State Key Laboratory of Information Security, Tsinghua University, Beijing, China; State Key Laboratory of Information Security, Tsinghua University, Beijing, China; State Key Laboratory of Information Security, Tsinghua University, Beijing, China","2018 25th Asia-Pacific Software Engineering Conference (APSEC)","23 May 2019","2018","","","288","297","Open source movement boosts several open source communities and millions of open source repositories (repos) are available on these communities. Consequently, component-based development and code reuse greatly improve the efficiency of software development. However, they can also bring some problems, such as license violation and security weaknesses. While code reuse detection has been extensively studied in source form, third-party components detection for software in binary form especially based on large scale database like Github has been less researched. In this paper, we take a series of data cleaning processes to get filtered 22K C/C++ repos on Github. We extend the code reuse detection for binaries against such a large-scale data set and design a system called BCFinder as an assistant tool for binary analysis. BCFinder finds third-party components in binaries automatically by feature matching. We evaluate BCFinder with a number of real-word binary programs across platform and compiling configurations. Experiments show that BCFinder is an effective supplementary tool for binary analysis. BCFinder is, by far, the first lightweight, rapid and platform-independent tool to detect component reuse in binaries against a large-scale data base like Github.","2640-0715","978-1-7281-1970-0","10.1109/APSEC.2018.00043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8719473","code clone detection;binary analysis;license violation;application security","Tools;Databases;Software;Feature extraction;Licenses;Cloning;Java","data handling;object-oriented programming;public domain software;security of data;software reusability","BCFinder;open source repositories;repos;component-based development;software development;license violation;security weaknesses;code reuse detection;third-party components detection;Github;assistant tool;binary analysis;compiling configurations;component reuse;large-scale data base;lightweight platform-independent tool;binary programs;22K C-C++ repos;data cleaning processes","","7","","36","","23 May 2019","","","IEEE","IEEE Conferences"
"LibDX: A Cross-Platform and Accurate System to Detect Third-Party Libraries in Binary Code","W. Tang; P. Luo; J. Fu; D. Zhang","School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China","2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)","2 Apr 2020","2020","","","104","115","With the development of the open-source movement, third-party library reuse is commonly practiced in programming. Application developers can reuse the code to save time and development costs. However, there are some hidden risks in misusing third-party libraries such as license violation and security vulnerability. The identification of libraries written in C or C++ is impeded by compilation process which hides most features of code. The same open-source package can be compiled into different binary code by different compilation processes. Therefore, this paper proposes LibDX, a platform-independent and fully-automated system, to detect reused libraries in binary files. With a well-designed feature extractor, LibDX can overcome compilation diversity between binary files. LibDX novelly introduces the logic feature block concept which is applied to deal with the feature duplication challenge in a large-scale feature database. We built a large test data set covering multiple platforms and evaluated LibDX with 9.5K packages including 25.8K C/C++ binary files. Our results show that LibDX achieves a precision of 92% and a recall of 97%, and outperforms state-of-the-art tools. We have validated the performance of the system with closed source commercial applications and found some license violation cases.","1534-5351","978-1-7281-5143-4","10.1109/SANER48275.2020.9054845","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054845","Mining Software Repositories;License Violation;Code Clone Detection;Software Analysis","Databases;Operating systems;Semantics;Cloning;Binary codes;Licenses;Feature extraction","binary codes;program compilers;public domain software;security of data;software libraries;software reusability","logic feature block concept;feature duplication challenge;large-scale feature database;LibDX;binary files;closed source commercial applications;cross-platform;third-party libraries;open-source movement;third-party library reuse;application developers;license violation;security vulnerability;compilation process;open-source package;binary code;platform-independent;reused libraries;feature extractor;fully-automated system;C++","","4","","76","","2 Apr 2020","","","IEEE","IEEE Conferences"
"Clone Detection in Test Code: An Empirical Evaluation","B. van Bladel; S. Demeyer","University of Antwerp, Belgium; Flanders Make vzw, Belgium","2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)","2 Apr 2020","2020","","","492","500","Duplicated test code (a.k.a. test code clones) has a negative impact on test comprehension and maintenance. Moreover, the typical structure of unit test code induces structural similarity, increasing the amount of duplication. Yet, most research on software clones and clone detection tools is focused on production code, often ignoring test code. In this paper we fill this gap by comparing four different clone detection tools (NiCad, CPD, iClones, TCORE) against the test code of three open-source projects. Our analysis confirms the prevalence of test code clones, as we observed between 23% and 29% test code duplication. We also show that most of the tools suffer from false negatives (NiCad = 83%, CPD = 84%, iClones = 21%, TCORE = 65%), which leaves ample room for improvement. These results indicate that further research on test clone detection is warranted.","1534-5351","978-1-7281-5143-4","10.1109/SANER48275.2020.9054798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054798","software clones;unit-tests;code clone detection","Codes;Conferences;Cloning;Production;Maintenance engineering;Benchmark testing;Reliability engineering","program testing;public domain software;software maintenance","TCORE;iClones;CPD;NiCad;test code duplication;test clone detection;test code clones;clone detection tools;production code;software clones;unit test code;maintenance;test comprehension","","2","","29","","2 Apr 2020","","","IEEE","IEEE Conferences"
"Image-Based Clone Code Detection and Visualization","Y. Wang; D. Liu","College of Computer Science and Technology, Inner Mongolia Normal University, Hohhot, China; College of Computer Science and Technology, Inner Mongolia Normal University, Hohhot, China","2019 International Conference on Artificial Intelligence and Advanced Manufacturing (AIAM)","9 Jan 2020","2019","","","168","175","Currently, research mainly focuses on four perspectives of text, vocabulary, grammar and semantics in the field of clone code detection. However, few breakthroughs have been made in the effect of clone code detection for a long time. For this purpose, a new image-based clone code detection and visualization (ICCV) is proposed with the inspiration of image processing. First, the source code is preprocessed by removing comments, whitespace, etc. from which a ""clean"" function fragment can be obtained, and the identifiers, keywords, etc. in the function can also be highlighted; Then the processed source code is converted into images and these images are normalized; Finally, Jaccard distance and perceptual hash algorithm are used to detect and visualize the clone code information. In order to verify the validity of the experiment, six open source software were used to constitute the evaluation data set for testing. The experimental results show that ICCV can detect 100% type-1 clone code, 88% type-2 clone code and 60% type-3 clone code, which proves the good effect of ICCV on clone code detection.","","978-1-7281-4691-1","10.1109/AIAM48774.2019.00041","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8950911","clone code, clone detection, visualization, Jaccard distance, perceptual hash.","","cryptography;data visualisation;image processing;program diagnostics;public domain software;software maintenance;source code (software)","image processing;clone code information;type-1 clone code;type-2 clone code;type-3 clone code;visualization;image-based clone code detection;source code processing;Jaccard distance;perceptual hash algorithm;open source software;software maintenance","","1","","38","","9 Jan 2020","","","IEEE","IEEE Conferences"
"SLACC: Simion-based Language Agnostic Code Clones","G. Mathew; C. Parnin; K. T. Stolee",North Carolina State University; North Carolina State University; North Carolina State University,"2020 IEEE/ACM 42nd International Conference on Software Engineering (ICSE)","21 Dec 2020","2020","","","210","221","Successful cross-language clone detection could enable researchers and developers to create robust language migration tools, facilitate learning additional programming languages once one is mastered, and promote reuse of code snippets over a broader codebase. However, identifying cross-language clones presents special challenges to the clone detection problem. A lack of common underlying representation between arbitrary languages means detecting clones requires one of the following solutions: 1) a static analysis framework replicated across each targeted language with annotations matching language features across all languages, or 2) a dynamic analysis framework that detects clones based on runtime behavior. In this work, we demonstrate the feasibility of the latter solution, a dynamic analysis approach called SLACC for cross-language clone detection. Like prior clone detection techniques, we use input/output behavior to match clones, though we overcome limitations of prior work by amplifying the number of inputs and covering more data types; and as a result, achieve better clusters than prior attempts. Since clusters are generated based on input/output behavior, SLACC supports cross-language clone detection. As an added challenge, we target a static typed language, Java, and a dynamic typed language, Python. Compared to HitoshiIO, a recent clone detection tool for Java, SLACC retrieves 6 times as many clusters and has higher precision (86.7% vs. 30.7%). This is the first work to perform clone detection for dynamic typed languages (precision = 87.3%) and the first to perform clone detection across languages that lack a common underlying representation (precision = 94.1%). It provides a first step towards the larger goal of scalable language migration tools.","1558-1225","978-1-4503-7121-6","","National Science Foundation(grant numbers:1645136,1749936); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9283951","semantic code clone detection;cross-language analysis","Java;Runtime;Semantics;Cloning;Static analysis;Tools;Python","Java;learning (artificial intelligence);program diagnostics;programming languages;public domain software;reverse engineering;software libraries;software maintenance","SLACC;simion-based language agnostic code clones;successful cross-language clone detection;robust language migration tools;additional programming languages;cross-language clones;clone detection problem;common underlying representation;arbitrary languages;targeted language;language features;dynamic analysis framework;prior clone detection techniques;static typed language;dynamic typed language;recent clone detection tool;scalable language migration tools","","","","52","","21 Dec 2020","","","IEEE","IEEE Conferences"
"Sia-RAE: A Siamese Network based on Recursive AutoEncoder for Effective Clone Detection","C. Feng; T. Wang; Y. Yu; Y. Zhang; Y. Zhang; H. Wang","National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China","2020 27th Asia-Pacific Software Engineering Conference (APSEC)","1 Mar 2021","2020","","","238","246","Code clone helps improving programming productivity, while at the same time leads to many negative effects on software maintenance. Many approaches have been proposed to detect clones, but most of them fail on detecting low similarity code snippets. In this paper, we propose a Siamese network which links two recursive autoencoders (RAE) with a comparator network for clone detection. The unweighted recursive autoencoder is designed to learn code representation and then the comparator network is employed for similarity evaluation. In this Siamese network, it takes full advantages of lexical, semantic and structure information, and achieves high accuracy in revealing tiny similarity. We conduct comprehensive experiments on BigCloneBench using tagged clones as well as the whole repository respectively. The results suggest that our approach achieves good accuracy, and its recall reaches 93.02 % in WT3/T4, which outperforms state-of-the-art.","2640-0715","978-1-7281-9553-7","10.1109/APSEC51365.2020.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9359270","code clone detection;Siamese network;recursive auto encoder;learning model;open source software","Productivity;Software maintenance;Semantics;Cloning;Programming;Software engineering","learning (artificial intelligence);neural nets;programming;software maintenance;source code (software)","sia-RAE;Siamese network;clone detection;code clone;programming productivity;software maintenance;recursive autoencoders;comparator network;code representation learning;tagged clones;BigCloneBench","","","","37","IEEE","1 Mar 2021","","","IEEE","IEEE Conferences"
"Can Neural Clone Detection Generalize to Unseen Functionalitiesƒ","C. Liu; Z. Lin; J. -G. Lou; L. Wen; D. Zhang","School of Software, Tsinghua University; Microsoft Research Asia; Microsoft Research Asia; School of Software, Tsinghua University; Microsoft Research Asia","2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE)","20 Jan 2022","2021","","","617","629","Many recently proposed code clone detectors exploit neural networks to capture latent semantics of source code, thus achieving impressive results for detecting semantic clones. These neural clone detectors rely on the availability of large amounts of labeled training data. We identify a key oversight in the current evaluation methodology for neural clone detection: cross-functionality generalization (i.e., detecting semantic clones of which the functionalities are unseen in training). Specifically, we focus on this question: do neural clone detectors truly learn the ability to detect semantic clones, or they just learn how to model specific functionalities in training data while cannot generalize to realistic unseen functionalitiesƒ This paper investigates how the generalizability can be evaluated and improved.Our contributions are 3-folds: (1) We propose an evaluation methodology that can systematically measure the cross-functionality generalizability of neural clone detection. Based on this evaluation methodology, an empirical study is conducted and the results indicate that current neural clone detectors cannot generalize well as expected. (2) We conduct empirical analysis to understand key factors that can impact the generalizability. We investigate 3 factors: training data diversity, vocabulary, and locality. Results show that the performance loss on unseen functionalities can be reduced through addressing the out-of-vocabulary problem and increasing training data diversity. (3) We propose a human-in-the-loop mechanism that help adapt neural clone detectors to new code repositories containing lots of unseen functionalities. It improves annotation efficiency with the combination of transfer learning and active learning. Experimental results show that it reduces the amount of annotations by about 88%. Our code and data are publicly available1.","2643-1572","978-1-6654-0337-5","10.1109/ASE51524.2021.9678907","National Key Research and Development Program of China; Nature; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678907","Code Clone Detection;Generalization;Neural Network;Evaluation Methodology;Human-in-the-Loop","Training;Vocabulary;Codes;Annotations;Semantics;Transfer learning;Cloning","learning (artificial intelligence);neural nets;source code (software)","current neural clone detectors;training data diversity;neural networks;semantic clones;labeled training data;current evaluation methodology;cross-functionality generalization;specific functionalities;realistic unseen functionalities;transfer learning;active learning","","","","58","","20 Jan 2022","","","IEEE","IEEE Conferences"
"Scalable Framework for Accurate Binary Code Comparison","H. Aslanyan; A. Avetisyan; M. Arutunian; G. Keropyan; S. Kurmangaleev; V. Vardanyan","Compiler Technology Department, ISPRAS, Moscow, Russia; Compiler Technology Department, ISPRAS, Moscow, Russia; Compiler Technology Department, ISPRAS, Moscow, Russia; Compiler Technology Department, ISPRAS, Moscow, Russia; Compiler Technology Department, ISPRAS, Moscow, Russia; Compiler Technology Department, ISPRAS, Moscow, Russia","2017 Ivannikov ISPRAS Open Conference (ISPRAS)","1 Feb 2018","2017","","","34","38","Comparison of two binary files has many practical applications: the ability to detect programmatic changes between two versions, the ability to find old versions of statically linked libraries to prevent the use of well-known bugs, malware analysis, etc. In this article, a framework for comparison of binary files is presented. Framework uses IdaPro [1] disassembler and Binnavi [2] platform to recover structure of the target program and represent it as a call graph (CG). A program dependence graph (PDG) corresponds to each vertex of the CG. The proposed comparison algorithm consists of two main stages. At the first stage, several heuristics are applied to find the exact matches. Two functions are matched if at least one of the calculated heuristics is the same and unique in both binaries. At the second stage, backward and forward slicing is applied on matched vertices of CG to find further matches. According to empiric results heuristic method is effective and has high matching quality for unchanged or slightly modified functions. As a contradiction, to match heavily modified functions, binary code clone detection is used and it is based on finding maximum common subgraph for pair of PDGs. To achieve high performance on extensive binaries, the whole matching process is parallelized. The framework is tested on the number of real world libraries, such as python, openssh, openssl, libxml2, rsync, php, etc. Results show that in most cases more than 95% functions are truly matched. The tool is scalable due to parallelization of functions matching process and generation of PDGs and CGs.","","978-1-5386-1132-6","10.1109/ISPRAS.2017.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8273295","Binary code comparison;static analysis;program dependence graph","Tools;Computer bugs;Semantics;Cloning;Binary codes;Algorithm design and analysis;Libraries","binary codes;graph theory;invasive software;program debugging;program diagnostics;program slicing","Binnavi platform;call graph;program dependence graph;PDG;forward slicing;backward slicing;maximum common subgraph;real world libraries;functions matching process parallelization;IdaPro disassembler;well-known bugs prevention;matching process;extensive binaries;binary code clone detection;heavily modified functions;slightly modified functions;unchanged modified functions;high matching quality;empiric results heuristic method;matched vertices;calculated heuristics;exact matches;main stages;comparison algorithm;CG;target program;statically linked libraries;old versions;programmatic changes;practical applications;binary files;accurate binary code comparison;scalable framework","","5","","22","","1 Feb 2018","","","IEEE","IEEE Conferences"
"Clone Detection on Large Scala Codebases","W. Rahman; Y. Xu; F. Pu; J. Xuan; X. Jia; M. Basios; L. Kanthan; L. Li; F. Wu; B. Xu","Imperial College London, London, United Kingdom; Wuhan University, Wuhan, China; Wuhan University, Wuhan, China; Wuhan University, Wuhan, China; Wuhan University, Wuhan, China; Turing Intelligence Technology, London, United Kingdom; Turing Intelligence Technology, London, United Kingdom; Turing Intelligence Technology, London, United Kingdom; Turing Intelligence Technology, London, United Kingdom; Nanjing University, Nanjing, China","2020 IEEE 14th International Workshop on Software Clones (IWSC)","26 Mar 2020","2020","","","38","44","Code clones are identical or similar code segments. The wide existence of code clones can increase the cost of maintenance and jeopardise the quality of software. The research community has developed many techniques to detect code clones, however, there is little evidence of how these techniques may perform in industrial use cases. In this paper, we aim to uncover the differences when such techniques are applied in industrial use cases. We conducted large scale experimental research on the performance of two state-of-the-art code clone detection techniques, SourcererCC and AutoenCODE, on both open source projects and an industrial project written in the Scala language. Our results reveal that both algorithms perform differently on the industrial project, with the largest drop in precision being 30.7%, and the largest increase in recall being 32.4%. By manually labelling samples of the industrial project by its developers, we discovered that there are substantially less Type-3 clones in the aforementioned project than that in the open source projects.","2572-6587","978-1-7281-6269-0","10.1109/IWSC50091.2020.9047640","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9047640","Clone Detection;Scala Language","Cloning;Labeling;Detection algorithms;Companies;Deep learning;Java;Syntactics","production engineering computing;public domain software;software maintenance;software quality;source code (software)","code clones;industrial use cases;code clone detection;open source projects;industrial project;Type-3 clones;large scala codebases;software quality;SourcererCC;AutoenCODE","","3","","33","","26 Mar 2020","","","IEEE","IEEE Conferences"
"Unified Abstract Syntax Tree Representation Learning for Cross-Language Program Classification","K. Wang; M. Yan; H. Zhang; H. Hu","State Key Lab for Novel Software Technology, Nanjing University, Nanjing, China; School of Big Data & Software Engineering, Chongqing University, Chongqing, China; State Key Lab for Novel Software Technology, Nanjing University, Nanjing, China; School of Big Data & Software Engineering, Chongqing University, Chongqing, China","2022 IEEE/ACM 30th International Conference on Program Comprehension (ICPC)","22 Jun 2022","2022","","","390","400","Program classification can be regarded as a high-level abstraction of code, laying a foundation for various tasks related to source code comprehension, and has a very wide range of applications in the field of software engineering, such as code clone detection, code smell classification, defects classification, etc. The cross-language program classification can realize code transfer in different programming languages, and can also promote cross-language code reuse, thereby helping developers to write code quickly and reduce the development time of code transfer. Most of the existing studies focus on the semantic learning of the code, whilst few studies are devoted to cross-language tasks. The main challenge of cross-language program classification is how to extract semantic features of different programming languages. In order to cope with this difficulty, we propose a Unified Abstract Syntax Tree (namely UAST in this paper) neural network. In detail, the core idea of UAST consists of two unified mechanisms. First, UAST learns an AST representation by unifying the AST traversal sequence and graph-like AST structure for capturing semantic code features. Second, we construct a mechanism called unified vocabulary, which can reduce the feature gap between different programming languages, so it can achieve the role of cross-language program classification. Besides, we collect a dataset containing 20,000 files of five programming languages, which can be used as a benchmark dataset for the cross-language program classification task. We have done experiments on two datasets, and the results show that our proposed approach out-performs the state-of-the-art baselines in terms of four evaluation metrics (Precision, Recall, F1-score, and Accuracy).","2643-7171","978-1-4503-9298-3","10.1145/3524610.3527915","National Natural Science Foundation of China(grant numbers:62072227); Research Council of Norway(grant numbers:309494); Natural Science Foundation of Chongqing(grant numbers:cstc2021jcyj-msxmX0538); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796351","Program Comprehension;Program Classification;Code Representation Learning;Cross-language Program Classification","Representation learning;Computer languages;Vocabulary;Codes;Semantics;Neural networks;Syntactics","data analysis;feature extraction;image classification;learning (artificial intelligence);natural language processing;neural nets;object-oriented programming;pattern classification;program compilers;program diagnostics;software engineering;software libraries;software maintenance;software metrics;tree data structures;trees (mathematics)","Unified abstract Syntax Tree representation learning;source code comprehension;code clone detection;code smell classification;code transfer;cross-language code reuse;cross-language tasks;semantic code features;cross-language program classification task","","","","47","","22 Jun 2022","","","IEEE","IEEE Conferences"
"MultiCode: A Unified Code Analysis Framework based on Multi-type and Multi-granularity Semantic Learning","X. Duan; J. Wu; M. Du; T. Luo; M. Yang; Y. Wu","Intelligent Software Research Center, Institute of Software, Chinese Academy of Sciences University of Chinese Academy of Sciences, Beijing, China; Intelligent Software Research Center, Institute of Software, Chinese Academy of Sciences University of Chinese Academy of Sciences, Beijing, China; Nanjing Institute of Software Technology, Institute of Software, Chinese Academy of Sciences Nanjing University Of Chinese Medicine, Nanjing, China; Intelligent Software Research Center, Institute of Software, Chinese Academy of Sciences, Beijing, China; Beijing ZhongKeWeiLan Technology Co., Ltd., Beijing, China; Intelligent Software Research Center, Institute of Software, Chinese Academy of Sciences, Beijing, China","2021 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW)","14 Feb 2022","2021","","","359","364","Code analysis is one of the common way to ensure software reliability. With the development of machine learning technology, more and more learning-based code analysis methods are proposed. However, most existing methods are aimed at specific code analysis tasks, which leads to the extra effort to implement different models for different tasks in industrial applications. In this paper, we propose MultiCode, a novel unified code analysis framework, which learns code semantic information of different types and granularities to cover the semantic information required by different tasks, so that it can be effectively adapted to multiple tasks with higher accuracy. To prove the effectiveness of MultiCode, we demonstrate and evaluate it on two common tasks: vulnerability detection and code clone detection. Experimental results show that MultiCode achieves F1-scores of 94.6%, 92.5% and 97.1% on SARD-BE, SARD-RME and OJClone datasets, which is significantly higher than the advanced existing methods.","","978-1-6654-2603-9","10.1109/ISSREW53611.2021.00102","National Key R&D Program of China(grant numbers:2018YFB0803600); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9700202","Machine learning;Graph neural networks;Code analysis","Analytical models;Adaptation models;Codes;Conferences;Semantics;Cloning;Machine learning","learning (artificial intelligence);program diagnostics;security of data;software reliability;source code (software)","unified code analysis framework;multigranularity semantic learning;MultiCode;code semantic information;vulnerability detection;code clone detection;multitype semantic learning;SARD-BE dataset;SARD-RME dataset;OJClone dataset;software reliability;machine learning","","","","16","IEEE","14 Feb 2022","","","IEEE","IEEE Conferences"
