Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Accurate and Scalable Cross-Architecture Cross-OS Binary Code Search with Emulation,Y. Xue; Z. Xu; M. Chandramohan; Y. Liu,"University of Science of Technology of China, Hefei, China; Nanyang Technological University, Singapore; Nanyang Technological University, Singapore; Nanyang Technological University, Singapore",IEEE Transactions on Software Engineering,12 Nov 2019,2019,45,11.0,1125,1149,"Different from source code clone detection, clone detection (similar code search) in binary executables faces big challenges due to the gigantic differences in the syntax and the structure of binary code that result from different configurations of compilers, architectures and OSs. Existing studies have proposed different categories of features for detecting binary code clones, including CFG structures, n-gram in CFG, input/output values, etc. In our previous study and the tool BinGo, to mitigate the huge gaps in CFG structures due to different compilation scenarios, we propose a selective inlining technique to capture the complete function semantics by inlining relevant library and user-defined functions. However, only features of input/output values are considered in BinGo. In this study, we propose to incorporate features from different categories (e.g., structural features and high-level semantic features) for accuracy improvement and emulation for efficiency improvement. We empirically compare our tool, BinGo-E, with the pervious tool BinGo and the available state-of-the-art tools of binary code search in terms of search accuracy and performance. Results show that BinGo-E achieves significantly better accuracies than BinGo for cross-architecture matching, cross-OS matching, cross-compiler matching and intra-compiler matching. Additionally, in the new task of matching binaries of forked projects, BinGo-E also exhibits a better accuracy than the existing benchmark tool. Meanwhile, BinGo-E takes less time than BinGo during the process of matching.",1939-3520,,10.1109/TSE.2018.2827379,National Research Foundation(grant numbers:NRF2014NCR-NCR001-30); CAS Pioneer Hundred Talents Program of China; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8338420,Binary code search;binary clone detection;vulnerability matching;emulation;3D-CFG,Binary codes;Semantics;Tools;Feature extraction;Cloning;Syntactics;Emulation,binary codes;Java;program compilers;program diagnostics;public domain software,source code clone detection;similar code search;binary executables;binary code clones;CFG structures;selective inlining technique;structural features;high-level semantic features;BinGo-E;cross-architecture matching;cross-OS matching;cross-compiler matching;intra-compiler matching;BinGo tool;compilation scenario;cross-architecture cross-OS binary code search,,9.0,,59.0,IEEE,16 Apr 2018,,,IEEE,IEEE Journals
SAGA: Efficient and Large-Scale Detection of Near-Miss Clones with GPU Acceleration,G. Li; Y. Wu; C. K. Roy; J. Sun; X. Peng; N. Zhan; B. Hu; J. Ma,"Shanghai Key Laboratory of Data Science, Shanghai, China; Shanghai Key Laboratory of Data Science, Shanghai, China; University of Saskatchewan, Canada; Singapore Management University, Singapore; Shanghai Key Laboratory of Data Science, Shanghai, China; Shanghai Key Laboratory of Data Science, Shanghai, China; Shanghai Key Laboratory of Data Science, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China","2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",2 Apr 2020,2020,,,272,283,"Clone detection on large code repository is necessary for many big code analysis tasks. The goal is to provide rich information on identical and similar code across projects. Detecting near-miss code clones on big code is challenging since it requires intensive computing and memory resources as the scale of the source code increases. In this work, we propose SAGA, an efficient suffix-array based code clone detection tool designed with sophisticated GPU optimization. SAGA not only detects Type-l and Type-2 clones but also does so for cross-project large repositories and for the most computationally expensive Type-3 clones. Meanwhile, it also works at segment granularity, which is even more challenging. It detects code clones in 100 million lines of code within 11 minutes (with recall and precision comparable to state-of-the-art approaches), which is more than 10 times faster than state-of-the-art tools. It is the only tool that efficiently detects Type-3 near-miss clones at segment granularity in large code repository (e.g., within 11 hours on 1 billion lines of code). We conduct a preliminary case study on 85,202 GitHub Java projects with 1 billion lines of code and exhibit the distribution of clones across projects. We find about 1.23 million Type-3 clone groups, containing 28 million lines of code at arbitrary segment granularity, which are only detectable with SAGA. We believe SAGA is useful in many software engineering applications such as code provenance analysis, code completion, change impact analysis, and many more.",1534-5351,978-1-7281-5143-4,10.1109/SANER48275.2020.9054832,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054832,clone detection;near-miss clone;segment clone;GPU acceleration;big code,Java;Codes;Memory management;Cloning;Graphics processing units;Software;Task analysis,graphics processing units;Java;program diagnostics;public domain software;software engineering;software maintenance;source code (software),code clones;source code;SAGA;cross-project large repositories;code repository;suffix-array based code clone detection tool;GitHub Java projects;Type-3 near-miss clones;software engineering;GPU acceleration;big code analysis,,3.0,,63.0,,2 Apr 2020,,,IEEE,IEEE Conferences
An Exploratory Study on Interface Similarities in Code Clones,M. R. H. Misu; A. Satter; K. Sakib,"Dhaka University, Dhaka, Dhaka District, BD; Institute of Information Technology, University of Dhaka, Dhaka, Bangladesh; Institute of Information Technology, University of Dhaka, Dhaka, Bangladesh",2017 24th Asia-Pacific Software Engineering Conference Workshops (APSECW),12 Mar 2018,2017,,,126,133,"Code cloning is one of the most popular code reusing techniques where similar pieces of code are replicated within or between code repositories. Interface similarity is a kind of replication that refers to the similarity of method names, return types and parameter types which repeat across the code repositories. Two methods with similar interfaces are prone to be cloned if those perform analogous functions either entirely or at least partially. An exploratory study is performed in this paper, to explore the relationship and effects of interface similarity in code clones. It is investigated that interface similarity can be helpful for code clone detection. First, clone methods are detected in code repositories. Then, interface information is extracted from source code and several interface similarities are measured using that information. The experimental corpus contains three different types of code repositories with 35, 109 and 24,558 Java projects respectively. The detected clone pairs in three code repositories are, on average 57,457, 102,745 and 123,576 respectively. Promising results are found as it shows on average 87.91% intra-project and 59.17% inter-project clones contain similar interfaces (i.e., return types and at least one keyword and one parameter type are similar). Besides, the average similarity of interfaces in Type-1, Type-2 and Type-3 clones are 100%, 83.47% and 81.90% respectively. These results prove the strong relationship between code clones and interface similarities. In future, it can be useful to design and develop interface driven clone detection tools.",,978-1-5386-2649-8,10.1109/APSECW.2017.24,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8312535,Code Clone;Clone Detection;Exploratory Study,Cloning;Java;Tools;Data mining;Information technology;Electronic mail;Benchmark testing,Java;software reusability;source code (software),Type-3 clones;code clones;interface similarity;code cloning;code repositories;return types;parameter type;code clone detection;clone methods;source code;Type-1 clones;Type-2 clones;code reusing;Java projects,,3.0,,25.0,,12 Mar 2018,,,IEEE,IEEE Conferences
An Exploratory Study on Code Attention in BERT,R. Sharma; F. Chen; F. Fard; D. Lo,"University of British Columbia, Canada; University of British Columbia, Canada; University of British Columbia, Canada; Singapore Management University, Singapore",2022 IEEE/ACM 30th International Conference on Program Comprehension (ICPC),22 Jun 2022,2022,,,437,448,"Many recent models in software engineering introduced deep neural models based on the Transformer architecture or use transformer-based Pre-trained Language Models (PLM) trained on code. Although these models achieve the state of the arts results in many downstream tasks such as code summarization and bug detection, they are based on Transformer and PLM, which are mainly studied in the Natural Language Processing (NLP) field. The current studies rely on the reasoning and practices from NLP for these models in code, despite the differences between natural languages and programming languages. There is also limited literature on explaining how code is modeled. Here, we investigate the attention behavior of PLM on code and compare it with natural language. We pre-trained BERT, a Transformer based PLM, on code and explored what kind of information it learns, both semantic and syntactic. We run several experiments to analyze the attention values of code constructs on each other and what BERT learns in each layer. Our analyses show that BERT pays more attention to syntactic entities, specifically identifiers and separators, in contrast to the most attended token [CLS] in NLP. This observation motivated us to leverage identifiers to represent the code sequence instead of the [CLS] token when used for code clone detection. Our results show that employing embeddings from identifiers increases the performance of BERT by 605% and 4% F1-score in its lower layers and the upper layers, respectively. When identifiers' embeddings are used in CodeBERT, a code-based PLM, the performance is improved by 21-24% in the F1-score of clone detection. The findings can benefit the research community by using code-specific representations instead of applying the common embeddings used in NLP, and open new directions for developing smaller models with similar performance.",2643-7171,978-1-4503-9298-3,10.1145/3524610.3527921,Natural Sciences and Engineering Research Council of Canada(grant numbers:RGPIN-2019-05175); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796241,pre-trained language models;BERT;CodeBERT;attention,Codes;Particle separators;Bit error rate;Semantics;Cloning;Syntactics;Transformers,learning (artificial intelligence);natural language processing;neural nets;program debugging;software engineering;source code (software);text analysis,code attention;software engineering;deep neural model;transformer architecture;code summarization;bug detection;NLP;programming languages;attention behavior;code constructs;code sequence;code clone detection;code-based PLM;code-specific representation;bug detection;transformer-based pretrained language model;code modeling;CodeBERT;semantic information;syntactic information,,,,50.0,,22 Jun 2022,,,IEEE,IEEE Conferences
CCSharp: An Efficient Three-Phase Code Clone Detector Using Modified PDGs,M. Wang; P. Wang; Y. Xu,"School of Computer Science, University of Science and Technology of China, Anhui, China; School of Computer Science, University of Science and Technology of China, Anhui, China; School of Computer Science, University of Science and Technology of China, Anhui, China",2017 24th Asia-Pacific Software Engineering Conference (APSEC),5 Mar 2018,2017,,,100,109,"Detecting code clones in software systems is becoming more and more important with the blossom of open source projects. In spite of numerous active researches, there is still a lack of detecting clones especially high-level clones efficiently and accurately. In this paper, we present CCSharp, a three-phase PDG-based clone detector which can detect much more clones besides high-level ones in software systems. To solve the problem of PDG-based tool's high time cost, we adopt two strategies to decrease the overall computing quantity of our tool: PDG's structure modification and characteristic vector filtering. In PDG's structure modification, we propose a novel technique to merge procedure invocation nodes which can make clone detection get rid of influence of procedure's parameters and disguise as well as downscale PDG's structure. We proceed clone detection on both real-world and artificial codebase by CCSharp along with other three state-of-the-art tools. Experiment results show that CCSharp has both high recall and precision, and can detect much more unique clones compared with the other three tools.",,978-1-5386-3681-7,10.1109/APSEC.2017.16,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8305932,code clone detection;program dependence graph;PDG modification;characteristic vector filtering,Cloning;Tools;Software;Syntactics;Handheld computers;Merging;Semantics,program diagnostics;public domain software;software reusability,code clones;software systems;open source projects;high-level clones;three-phase PDG;PDG's structure modification;clone detection;downscale PDG's structure;CCSharp;three-phase code clone detector;modified PDGs,,12.0,,30.0,,5 Mar 2018,,,IEEE,IEEE Conferences
LibDX: A Cross-Platform and Accurate System to Detect Third-Party Libraries in Binary Code,W. Tang; P. Luo; J. Fu; D. Zhang,"School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China","2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",2 Apr 2020,2020,,,104,115,"With the development of the open-source movement, third-party library reuse is commonly practiced in programming. Application developers can reuse the code to save time and development costs. However, there are some hidden risks in misusing third-party libraries such as license violation and security vulnerability. The identification of libraries written in C or C++ is impeded by compilation process which hides most features of code. The same open-source package can be compiled into different binary code by different compilation processes. Therefore, this paper proposes LibDX, a platform-independent and fully-automated system, to detect reused libraries in binary files. With a well-designed feature extractor, LibDX can overcome compilation diversity between binary files. LibDX novelly introduces the logic feature block concept which is applied to deal with the feature duplication challenge in a large-scale feature database. We built a large test data set covering multiple platforms and evaluated LibDX with 9.5K packages including 25.8K C/C++ binary files. Our results show that LibDX achieves a precision of 92% and a recall of 97%, and outperforms state-of-the-art tools. We have validated the performance of the system with closed source commercial applications and found some license violation cases.",1534-5351,978-1-7281-5143-4,10.1109/SANER48275.2020.9054845,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054845,Mining Software Repositories;License Violation;Code Clone Detection;Software Analysis,Databases;Operating systems;Semantics;Cloning;Binary codes;Licenses;Feature extraction,binary codes;program compilers;public domain software;security of data;software libraries;software reusability,logic feature block concept;feature duplication challenge;large-scale feature database;LibDX;binary files;closed source commercial applications;cross-platform;third-party libraries;open-source movement;third-party library reuse;application developers;license violation;security vulnerability;compilation process;open-source package;binary code;platform-independent;reused libraries;feature extractor;fully-automated system;C++,,4.0,,76.0,,2 Apr 2020,,,IEEE,IEEE Conferences
Clone Detection in Test Code: An Empirical Evaluation,B. van Bladel; S. Demeyer,"University of Antwerp, Belgium; Flanders Make vzw, Belgium","2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)",2 Apr 2020,2020,,,492,500,"Duplicated test code (a.k.a. test code clones) has a negative impact on test comprehension and maintenance. Moreover, the typical structure of unit test code induces structural similarity, increasing the amount of duplication. Yet, most research on software clones and clone detection tools is focused on production code, often ignoring test code. In this paper we fill this gap by comparing four different clone detection tools (NiCad, CPD, iClones, TCORE) against the test code of three open-source projects. Our analysis confirms the prevalence of test code clones, as we observed between 23% and 29% test code duplication. We also show that most of the tools suffer from false negatives (NiCad = 83%, CPD = 84%, iClones = 21%, TCORE = 65%), which leaves ample room for improvement. These results indicate that further research on test clone detection is warranted.",1534-5351,978-1-7281-5143-4,10.1109/SANER48275.2020.9054798,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054798,software clones;unit-tests;code clone detection,Codes;Conferences;Cloning;Production;Maintenance engineering;Benchmark testing;Reliability engineering,program testing;public domain software;software maintenance,TCORE;iClones;CPD;NiCad;test code duplication;test clone detection;test code clones;clone detection tools;production code;software clones;unit test code;maintenance;test comprehension,,2.0,,29.0,,2 Apr 2020,,,IEEE,IEEE Conferences
Image-Based Clone Code Detection and Visualization,Y. Wang; D. Liu,"College of Computer Science and Technology, Inner Mongolia Normal University, Hohhot, China; College of Computer Science and Technology, Inner Mongolia Normal University, Hohhot, China",2019 International Conference on Artificial Intelligence and Advanced Manufacturing (AIAM),9 Jan 2020,2019,,,168,175,"Currently, research mainly focuses on four perspectives of text, vocabulary, grammar and semantics in the field of clone code detection. However, few breakthroughs have been made in the effect of clone code detection for a long time. For this purpose, a new image-based clone code detection and visualization (ICCV) is proposed with the inspiration of image processing. First, the source code is preprocessed by removing comments, whitespace, etc. from which a ""clean"" function fragment can be obtained, and the identifiers, keywords, etc. in the function can also be highlighted; Then the processed source code is converted into images and these images are normalized; Finally, Jaccard distance and perceptual hash algorithm are used to detect and visualize the clone code information. In order to verify the validity of the experiment, six open source software were used to constitute the evaluation data set for testing. The experimental results show that ICCV can detect 100% type-1 clone code, 88% type-2 clone code and 60% type-3 clone code, which proves the good effect of ICCV on clone code detection.",,978-1-7281-4691-1,10.1109/AIAM48774.2019.00041,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8950911,"clone code, clone detection, visualization, Jaccard distance, perceptual hash.",,cryptography;data visualisation;image processing;program diagnostics;public domain software;software maintenance;source code (software),image processing;clone code information;type-1 clone code;type-2 clone code;type-3 clone code;visualization;image-based clone code detection;source code processing;Jaccard distance;perceptual hash algorithm;open source software;software maintenance,,1.0,,38.0,,9 Jan 2020,,,IEEE,IEEE Conferences
SLACC: Simion-based Language Agnostic Code Clones,G. Mathew; C. Parnin; K. T. Stolee,North Carolina State University; North Carolina State University; North Carolina State University,2020 IEEE/ACM 42nd International Conference on Software Engineering (ICSE),21 Dec 2020,2020,,,210,221,"Successful cross-language clone detection could enable researchers and developers to create robust language migration tools, facilitate learning additional programming languages once one is mastered, and promote reuse of code snippets over a broader codebase. However, identifying cross-language clones presents special challenges to the clone detection problem. A lack of common underlying representation between arbitrary languages means detecting clones requires one of the following solutions: 1) a static analysis framework replicated across each targeted language with annotations matching language features across all languages, or 2) a dynamic analysis framework that detects clones based on runtime behavior. In this work, we demonstrate the feasibility of the latter solution, a dynamic analysis approach called SLACC for cross-language clone detection. Like prior clone detection techniques, we use input/output behavior to match clones, though we overcome limitations of prior work by amplifying the number of inputs and covering more data types; and as a result, achieve better clusters than prior attempts. Since clusters are generated based on input/output behavior, SLACC supports cross-language clone detection. As an added challenge, we target a static typed language, Java, and a dynamic typed language, Python. Compared to HitoshiIO, a recent clone detection tool for Java, SLACC retrieves 6 times as many clusters and has higher precision (86.7% vs. 30.7%). This is the first work to perform clone detection for dynamic typed languages (precision = 87.3%) and the first to perform clone detection across languages that lack a common underlying representation (precision = 94.1%). It provides a first step towards the larger goal of scalable language migration tools.",1558-1225,978-1-4503-7121-6,,"National Science Foundation(grant numbers:1645136,1749936); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9283951,semantic code clone detection;cross-language analysis,Java;Runtime;Semantics;Cloning;Static analysis;Tools;Python,Java;learning (artificial intelligence);program diagnostics;programming languages;public domain software;reverse engineering;software libraries;software maintenance,SLACC;simion-based language agnostic code clones;successful cross-language clone detection;robust language migration tools;additional programming languages;cross-language clones;clone detection problem;common underlying representation;arbitrary languages;targeted language;language features;dynamic analysis framework;prior clone detection techniques;static typed language;dynamic typed language;recent clone detection tool;scalable language migration tools,,,,52.0,,21 Dec 2020,,,IEEE,IEEE Conferences
Sia-RAE: A Siamese Network based on Recursive AutoEncoder for Effective Clone Detection,C. Feng; T. Wang; Y. Yu; Y. Zhang; Y. Zhang; H. Wang,"National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratory for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China",2020 27th Asia-Pacific Software Engineering Conference (APSEC),1 Mar 2021,2020,,,238,246,"Code clone helps improving programming productivity, while at the same time leads to many negative effects on software maintenance. Many approaches have been proposed to detect clones, but most of them fail on detecting low similarity code snippets. In this paper, we propose a Siamese network which links two recursive autoencoders (RAE) with a comparator network for clone detection. The unweighted recursive autoencoder is designed to learn code representation and then the comparator network is employed for similarity evaluation. In this Siamese network, it takes full advantages of lexical, semantic and structure information, and achieves high accuracy in revealing tiny similarity. We conduct comprehensive experiments on BigCloneBench using tagged clones as well as the whole repository respectively. The results suggest that our approach achieves good accuracy, and its recall reaches 93.02 % in WT3/T4, which outperforms state-of-the-art.",2640-0715,978-1-7281-9553-7,10.1109/APSEC51365.2020.00032,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9359270,code clone detection;Siamese network;recursive auto encoder;learning model;open source software,Productivity;Software maintenance;Semantics;Cloning;Programming;Software engineering,learning (artificial intelligence);neural nets;programming;software maintenance;source code (software),sia-RAE;Siamese network;clone detection;code clone;programming productivity;software maintenance;recursive autoencoders;comparator network;code representation learning;tagged clones;BigCloneBench,,,,37.0,IEEE,1 Mar 2021,,,IEEE,IEEE Conferences
Can Neural Clone Detection Generalize to Unseen Functionalitiesƒ,C. Liu; Z. Lin; J. -G. Lou; L. Wen; D. Zhang,"School of Software, Tsinghua University; Microsoft Research Asia; Microsoft Research Asia; School of Software, Tsinghua University; Microsoft Research Asia",2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE),20 Jan 2022,2021,,,617,629,"Many recently proposed code clone detectors exploit neural networks to capture latent semantics of source code, thus achieving impressive results for detecting semantic clones. These neural clone detectors rely on the availability of large amounts of labeled training data. We identify a key oversight in the current evaluation methodology for neural clone detection: cross-functionality generalization (i.e., detecting semantic clones of which the functionalities are unseen in training). Specifically, we focus on this question: do neural clone detectors truly learn the ability to detect semantic clones, or they just learn how to model specific functionalities in training data while cannot generalize to realistic unseen functionalitiesƒ This paper investigates how the generalizability can be evaluated and improved.Our contributions are 3-folds: (1) We propose an evaluation methodology that can systematically measure the cross-functionality generalizability of neural clone detection. Based on this evaluation methodology, an empirical study is conducted and the results indicate that current neural clone detectors cannot generalize well as expected. (2) We conduct empirical analysis to understand key factors that can impact the generalizability. We investigate 3 factors: training data diversity, vocabulary, and locality. Results show that the performance loss on unseen functionalities can be reduced through addressing the out-of-vocabulary problem and increasing training data diversity. (3) We propose a human-in-the-loop mechanism that help adapt neural clone detectors to new code repositories containing lots of unseen functionalities. It improves annotation efficiency with the combination of transfer learning and active learning. Experimental results show that it reduces the amount of annotations by about 88%. Our code and data are publicly available1.",2643-1572,978-1-6654-0337-5,10.1109/ASE51524.2021.9678907,National Key Research and Development Program of China; Nature; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678907,Code Clone Detection;Generalization;Neural Network;Evaluation Methodology;Human-in-the-Loop,Training;Vocabulary;Codes;Annotations;Semantics;Transfer learning;Cloning,learning (artificial intelligence);neural nets;source code (software),current neural clone detectors;training data diversity;neural networks;semantic clones;labeled training data;current evaluation methodology;cross-functionality generalization;specific functionalities;realistic unseen functionalities;transfer learning;active learning,,,,58.0,,20 Jan 2022,,,IEEE,IEEE Conferences
VIVA: Binary Level Vulnerability Identification via Partial Signature,Y. Xiao; Z. Xu; W. Zhang; C. Yu; L. Liu; W. Zou; Z. Yuan; Y. Liu; A. Piao; W. Huo,"Key Laboratory of Network Assessment Technology; School of Computer Science and Engineering, Nanyang Technological University, Singapore; University of Science and Technology of China; Key Laboratory of Network Assessment Technology; Key Laboratory of Network Assessment Technology; Key Laboratory of Network Assessment Technology; Key Laboratory of Network Assessment Technology; School of Computer Science and Engineering, Nanyang Technological University, Singapore; Key Laboratory of Network Assessment Technology; Key Laboratory of Network Assessment Technology","2021 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",11 May 2021,2021,,,213,224,"Binary level code clone detection techniques have been used to identify 1-day vulnerabilities in software. It collects functions with known vulnerabilities and searches for similar functions in the target system. However, existing approaches are limited to detect the same vulnerabilities in different binaries. They can hardly find new recurring vulnerabilities, which share similar logic. Moreover, they only focus on improving the accuracy of binary function matching algorithms while overlooking the presence of security patches, which results in high false-positive rates and requires significant effort to verify the results.To this end, we propose VIVA, a binary level vulnerability and patch semantic summarization and matching tool for accurate recurring vulnerability detection. It uses novel binary program slicing techniques with the aid of pseudo-code trace refinement to generate partial vulnerability and patch signatures, which capture the semantics. It matches the signatures with pre-filtering to efficiently detect 1-day and recurring vulnerabilities. The experimental results show that VIVA outperforms other source code and binary matching tools with a precision of 100% for 1-day vulnerabilities and 87.6% for recurring vulnerabilities and good performance (28.58s per signature search in 4M functions). It detects 92 new vulnerabilities in different series and different versions of real-world projects, with 11 exist without fixing in the latest version.",1534-5351,978-1-7281-9630-5,10.1109/SANER50967.2021.00028,National Natural Science Foundation of China; National Natural Science Foundation of China; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9425910,Recurring Vulnerability Detection;Binary Code Matching;Reverse Engineering;Software Security,Conferences;Semantics;Software algorithms;Cloning;Tools;Software;Security,digital signatures;program slicing;security of data;software maintenance,partial vulnerability;patch signatures;recurring vulnerabilities;VIVA;binary matching tools;signature search;binary level vulnerability identification;partial signature;binary level code clone detection techniques;binary function;patch semantic summarization;binary program;pseudocode trace refinement,,,,50.0,,11 May 2021,,,IEEE,IEEE Conferences
Detection of Similar Functions Through the Use of Dominator Information,A. Schäfer; W. Amme; T. S. Heinze,"Institute of Computer Science, Friedrich Schiller University Jena, Jena, Germany; Institute of Computer Science, Friedrich Schiller University Jena, Jena, Germany; German Aerospace Center (DLR), Institute of Data Science, Jena, Germany",2020 IEEE International Conference on Autonomic Computing and Self-Organizing Systems Companion (ACSOS-C),15 Sep 2020,2020,,,206,211,The detection of code clones is an important technique for finding malware and malicious code. Many existing methods work on source code to detect code clones. Recent work in this area has started to focus on the analysis of compiled code to find malicious code. We introduce a new method to detect code clones using Java bytecode and control flow information from dominator trees. A prototype implementation was developed and compared with the state-of-the-art clone detector NiCad to evaluate the basic functionality of the method. First experiments have shown that the method can reliably find Type 1 and Type 2 clones and even find additional clones.,,978-1-7281-8414-2,10.1109/ACSOS-C51401.2020.00057,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9196265,Clone Detection;Malware Detection;Dominator Tree;Control Flow;Path Embedding,Cloning;Malware;Semantics;Syntactics;Tools;Detectors;Java,invasive software;Java,source code;code clone detection;compiled code;malicious code;control flow information;clone detector;dominator information;NiCad;malware;Java bytecode;dominator trees,,3.0,,31.0,,15 Sep 2020,,,IEEE,IEEE Conferences
Modeling Functional Similarity in Source Code with Graph-Based Siamese Networks,N. Mehrotra; N. Agarwal; P. Gupta; S. Anand; D. Lo; R. Purandare,"CSE, Indraprastha Institute of Information Technology Delhi, 243095 Delhi, -- Country other than USA or Canada --, India, (e-mail: nikitam@iiitd.ac.in); Computer Science, Indraprastha Institute of Information Technology Delhi, 243095 New Delhi, Delhi, India, (e-mail: navdha16250@iiitd.ac.in); Computer Science, Indraprastha Institute of Information Technology Delhi, 243095 New Delhi, Delhi, India, (e-mail: piyushgupta.ve@gmail.com); CSE, ECE, Indraprastha Institute of Information Technology, Delhi, New Delhi, Delhi, India, 110020 (e-mail: saket.anand@gmail.com); School of Information Systems, Singapore Management University, Singapore, Singapore, Singapore, 17890 (e-mail: davidlo@smu.edu.sg); Computer Science and Engineering, Indraprastha Institute of Information Technology, 243095 New Delhi, Delhi, India, 110020 (e-mail: purandare@iiitd.ac.in)",IEEE Transactions on Software Engineering,,2021,PP,99.0,1,1,"Code clones are duplicate code fragments that share (nearly) similar syntax or semantics. Code clone detection plays an important role in software maintenance, code refactoring, and reuse. A substantial amount of research has been conducted in the past to detect clones. A majority of these approaches use lexical and syntactic information to detect clones. However, only a few of them target semantic clones. Recently, motivated by the success of deep learning models in other fields, including natural language processing and computer vision, researchers have attempted to adopt deep learning techniques to detect code clones. These approaches use lexical information (tokens) and(or) syntactic structures like abstract syntax trees (ASTs) to detect code clones. However, they do not make sufficient use of the available structural and semantic information, hence limiting their capabilities. This paper addresses the problem of semantic code clone detection using program dependency graphs and geometric neural networks, leveraging the structured syntactic and semantic information. We have developed a prototype tool HOLMES, based on our novel approach and empirically evaluated it on popular code clone benchmarks. Our results show that \tool performs considerably better than the other state-of-the-art tool, TBCCD. We also assessed HOLMES on unseen projects and performed cross dataset experiments to evaluate the generalizability of HOLMES. Our results affirm that HOLMES outperforms TBCCD since most of the pairs that HOLMES detected were either undetected or suboptimally reported by TBCCD.",1939-3520,,10.1109/TSE.2021.3105556,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9516896,Program representation learning;Semantic code clones;graph-based neural networks;siamese neural networks;program dependency graphs,Cloning;Semantics;Syntactics;Deep learning;Arrays;Tools;Neural networks,,,,3.0,,,IEEE,18 Aug 2021,,,IEEE,IEEE Early Access Articles
A Deep Learning Based Approach to Detect Code Clones,G. Li; Y. Tang; X. Zhang; B. Yi,"National Innovation Institute of Defense Technology, Beijing, China; National Innovation Institute of Defense Technology, Beijing, China; National Innovation Institute of Defense Technology, Beijing, China; National Innovation Institute of Defense Technology, Beijing, China",2020 International Conference on Intelligent Computing and Human-Computer Interaction (ICHCI),10 May 2021,2020,,,337,340,"Code clone is a kind of code smells widely exists in practice. Such code smell may lead to serious problems, e.g., code redundancy and code inconsistency. To reduce the negative impact of code clones, researchers have proposed different approaches to detect and remove code clones. However, existing code clone detection approaches mostly rely on manually designed and fine-tuned heuristic rules. Such approaches cannot be exploited in different projects and the precision of them needs to improve further. To this end, this paper proposes a deep learning based approach to detect code clones by statically extracting syntactic features from the ASTs of source files. Evaluation results suggest that the proposed approach is effective in detecting code clones, its precision is around 90%.",,978-1-6654-2316-8,10.1109/ICHCI51889.2020.00078,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9424815,code clone;software quality;deep learning,Deep learning;Human computer interaction;Redundancy;Cloning;Syntactics;Programming;Benchmark testing,deep learning (artificial intelligence);software maintenance;software quality;source code (software),deep learning;code clones detection;code smell;syntactic features extraction;ASTs,,,,30.0,,10 May 2021,,,IEEE,IEEE Conferences
